content,label
Actualité Société Délogés par les crues les rats pullulent à Paris VIDÉO. Les éboueurs de la capitale font part de leur exaspération alors que l un d entre eux a filmé un bac à ordures qui grouille de rongeurs. Par Le Point.fr Modifié le       à     Publié le       à     Le Point.fr if document.ueii document.write a data dmp clic Barre_articles Partage_Ajouter_Favoris id archiverArticle href class inbl data title Délogés par les crues les rats pullulent à Paris data chapeau VIDÉO. Les éboueurs de la capitale font part de leur exaspération alors que l un d entre eux a filmé un bac à ordures qui grouille de rongeurs. data id   data image images        lpw   article douniamagfrancehygieneinsalubrityrats jpg_ _ x .jpg data auteur Par Le Point.fr data date             data hint Ajouter l article à mes archives onclick return xt_click this C   Barre_articles Ajout_Favoris   A i class ion android star i a else document.write a data dmp clic Barre_articles Partage_Ajouter_Favoris data shadowbox authform href https moncompte.lepoint.fr class inbl onclick return xt_med F   Popin_identification mise en favori_Barre articles i class ion android star i a Ajouter aux favoris Commenter Envoyer par email .cpe df ea clear both overflow hidden padding bottom  .  height   position relative .cpe df ea iframe margin   important position absolute top   left   width   important height   important .cpe df ea .poster background repeat no repeat background size cover height   width   background color   opacity   webkit transition opacity  . s ease in out moz transition opacity  . s ease in out ms transition opacity  . s ease in out o transition opacity  . s ease in out transition opacity  . s ease in out .cpe df ea .hide opacity   important webkit transition none moz transition none ms transition none o transition none transition none .cpe df ea .hide.hard display none keyframes appear   opacity     opacity   keyframes disappear   opacity     opacity   .cpe df ea i.cpe btn close z index   position absolute top  px left  px width  px height  px cursor pointer color ffffff .cpe df ea div.insider z index   .cpe df ea .pip iframe opacity   box shadow    px  px   rgba        .     px  px   rgba        .  position absolute .cpe df ea .pip position fixed bottom  px right  px width  px height  px clear both .cpe df ea .pip div.cpeClosePipBtn position absolute padding  px z index   cursor pointer padding  px  px right   top  px background color   opacity   object fit contain border radius  . px .cpe df ea .pip div.cpeClosePipBtn.alwaysDisplayed opacity  .  .cpe df ea .pip div.cpeClosePipBtn img.cpeClosePipPicto width  px height  px margin top  px Profitez de votre abonnement à   le  er mois Paris est connue pour être infestée de rats mais pas à ce niveau. Le journal Le Parisien publie ce lundi une vidéo où l on voit les rongeurs qui grouillent au fond d un bac à ordures appartenant à la ville de Paris. La scène filmée par un agent en charge de la propreté se déroule le   décembre au bord de la Seine dans le très noble  e arrondissement. Ce matin là on fait comme d habitude témoigne l employé de la ville. On extrait une dizaine de bacs de   litres de déchets. En ouvrant un de ces bacs NDLR on s est rendu compte qu il y avait une importante colonie de rats. Ça nous a impressionnés. Les animaux ont ensuite été incinérés. La scène est effrayante et atteste d un phénomène qui prend de l ampleur. Depuis un an on constate une prolifération des rats dans tous les arrondissements qui bordent la Seine. Malgré le plan d action de     million d euros mis en place l année dernière par l équipe de la maire Anne Hidalgo opérations de dératisation nettoyage renforcé remplacement de corbeilles publiques ouvertes par des poubelles fermées la présence des rats ne faiblit pas. Pire les rongeurs ont de moins en moins peur de nous explique l agent d entretien relevant des témoignages d attaques à la gorge et aux bras sur des collègues. À ma connaissance il n y a pas eu de morsure pour le moment mais on ne veut pas attendre qu il y ait un drame. googletag.cmd.push function googletag.display IN_CONTENT Quand il y aura la décrue tous les rats vont remonter ça va être un carnage. De son côté la mairie de Paris indique avoir pris le problème à bras le corps . Les éboueurs eux pointent du doigt certains restaurateurs des berges de la Seine qui ne jettent pas leurs déchets dans les poubelles prévues à cet effet. Interrogé par Le Parisien Stéphane Bras porte parole de la chambre syndicale CS D spécialiste de la lutte contre les parasites explique le phénomène par les crues que connaît la Seine en ce moment qui délogent les rats mais aussi par les aires de pique nique qui seraient mal gérées au niveau sanitaire. Faut il pour autant compter sur la décrue pour s en débarrasser Pas pour l employé municipal qui affirme même l inverse Je vous laisse imaginer ce qui va se passer. Tous les rats vont remonter ça va être un carnage. Consultez notre dossier Crue de la Seine Paris sous les eaux Crue de la SeineSociété Reportages analyses enquêtes débats. Accédez à l intégralité des contenus du Point window._taboola window._taboola _taboola.push mode thumbnails a container taboola below article placement Below Article target_type mix   Commentaires Ce service est réservé aux abonnés. Déjà abonné Connectez vous Abonnez vous Par Feisstritz le       à     Pas seulement les rats... Il y a aussi les corbeaux en nombre croissant et bientôt les loups... Notre maire devrait installer un vase communicant financier entre les larges crédits accordés au Street Art certes beaux et bien voyants au profit de ceux du Street Net désormais insuffisants et trop voyants quoiqu elle en dise en se faisant photographier pour sa propre image de marque au volant d une des nouvelles machines de nettoyage acquises par la Ville de Paris. Signaler un contenu abusif Par Brandely le       à     Le loup des villes Alors les ecolos on veut imposer les loups a la campagne et pas de rats à paris Mais c est bon pour la biodiversité des villes... Ces petites betes Signaler un contenu abusif Par AGECANONIX  le       à     Proposition Je propose à Madame Hidalgo d organiser en   une nouvelle épreuve pour les J. O. Une chasse aux rats récompensrécompensée par la médaille de la ville de Paris. De toute façon en   il n y aura plus de voitures à chasser. Signaler un contenu abusif Ce service est réservé aux abonnés. Déjà abonné Connectez vous Abonnez vous Ajouter un pseudo Vous devez renseigner un pseudo avant de pouvoir commenter un article. Votre pseudo Pseudo incorrect Créer un brouillon un brouillon est déjà présent dans votre espace commentaire. Vous ne pouvez en sauvegarder qu un Pour conserver le précédent brouillon cliquez sur annuler. Pour sauvegarder le nouveau brouillon cliquez sur enregistrer Créer un brouillon Erreur lors de la sauvegarde du brouillon.,désinsectisation/dératisation
Bonjour depuis peu j ai des rats dans mon jardin Je n ai rien contre ces charmantes bebetes mais je voudrais tout de même m en débarasser. Existe t il un moyen de les faire partir sans les tuer Si non quelle est le meilleur façon de les tuer Tapette ou produits ou les   J ai déjà mis une tapette avec comme appât un bout de gruyère ils aiment pas par contre j avais mis un bout de pain juste à côté de la gachette et ils l ont bouffé sans toucher au bout de gruyère Alors j ai mis du pain sur la gachette ils n y touchent pas Le printemps arrivant ça commence à urger un peu Merci de m aider,désinsectisation/dératisation
bonjour s il y a des rats c est qu ils ont une source de nourriture dans les environs chercher plutôt cette source et l éliminer plutôt que de chercher a tous les tuer ce qui s avère beaucoup plus difficile qu on le croit .,désinsectisation/dératisation
les graines traitées à la coumarone sont efficaces mais il faut les placer hors de portée des oiseaux.,désinsectisation/dératisation
pas de tapette risques pour les chats tiens en voilà une de solution sinon qu est ce qui peut les attirer,désinsectisation/dératisation
Envoyé par pueblo sinon qu est ce qui peut les attirer Bjr à toi Un super souris avec les yeux bleues Bonne soirée,désinsectisation/dératisation
vidéo en coursPiscine XXL au Chili des images aériennes saisissantes      La Popup House une maison passive construite en   jours      Kézako Pourquoi le rideau de douche colle a la peau     Les finalistes Smart Home du concours EDF Pulse      Peur des araignées pourquoi cette phobie Futura     Les finalistes Smart City du concours EDF Pulse       var ULTIMEDIA_mdtk   var ULTIMEDIA_target ultimedia_wrapper var ULTIMEDIA_async false,désinsectisation/dératisation
Salut Ca devient grave hier soir un de ces put.... de rat je sais pas trop si on peut insulter les animaux sur ce forum m a griffé la jambe alors que j étais dans mon abri de jardin Faut que je les vire de mon jardin au plus vite Pas de souci pour les oiseaux chats ... j ai mis pièges et mort aux rats dans mon abri de jardin qui est en fait une cabane toute pourri Je vais essayer les graines à la coumarone et je vais réfléchir à un moyen de les attirer ailleurs Pueblo je ne trouve pas dis moi comment tu attires les rats STP tu les charmes c est ça,désinsectisation/dératisation
Bonjour Ton jardin est grand Les trous de ces bestioles sont visibles Un truc assez efficace c est des bâtons de soufre pour soufrer les tonneaux de vin . Se vend par lot de     bâtonnets. Pas cher. Ça se consume lentement en mettre dans tous les trous visibles mettre une pierre par dessus afin que de mieux détecter les autres trous peu visibles. Autre point avec l herbe rase ces animaux n aiment pas trop être à découvert... A,désinsectisation/dératisation
Mon jardin fait grossomodo  m sur  m. Je vais chercher auprès d un trou quelle taille et je les gazerai ces saletés,désinsectisation/dératisation
bonjour si tu dis que ton abri de jardin est tout pourri c est normal de voir ces sales bêtes trainer dans le coin c est pas pour rien que l expression tu habite dans un trou a rat existe on veut des photos comme le dit justement AMATY les rats n aiment pas être a découvert donc commence par éliminer tous les endroits malsains ou ils pourraient se cacher que ce soit herbe haute tas de planches mal rangés recoins inaccessible et laissé a l abandon etc etc c est la méthode dite douce pour reconquérir ton terrain si tu pense que tu vas les éliminer juste avec de la mort aux rats tu te trompe s il y a un terrain favorable ils reviendront toujours allez au boulot un gros nettoyage de printemps s impose,désinsectisation/dératisation
Bonjour Quand on a un problème il faut faire un diagnostic correct avant d agir et faire n importe quoi. Tout d abord es tu certain que ce soient des rats Il existe d autres rongeurs en Europe souris campagnols mulots... quelle taille font tes bestioles quelle allure Ensuite il faut voir s il y a vraiment prolifération et quels sont les dégâts réels. Pour qu il y ait prolifération il faut qu il y ait de la nourriture en quantité suffisante soit chez toi soit à côté. As tu repéré ce qu ils consomment Les poubelles sont elles inaccessibles les graines à semer si tu en as bien planquées dans des boîtes en métal Soustraire la nourriture aux animaux est une meilleure solution que les tuer les rongeurs se reproduisent bien tant qu il y a de la nourriture . Enfin si l élimination semble nécessaire il faut bien choisir ses armes. L empoisonnement est une solution souvent problématique peu de marques indiquent la composition des granulés en cas d empoisonnement de personnes c est déjà la galère pour les centres anti poison pour récupérer la composition en cas d animal empoisonné un véto m a expliqué que c était quasi impossible de savoir alors que ça leur est nécessaire pour soigner l animal . Imaginer que déposer les granulés en un endroit protégé évite tout danger est aller un peu vite un animal ayant consommé les granulés peut mourir à distance et être consommé par un autre. Beaucoup de prédateurs commencent d ailleurs par consommer le système digestif de leur proie. Le piégeage est certainement la meilleure solution et comporte l avantage de tirer des informations supplémentaires. Les rongeurs sont à raison méfiants. Piéger suppose éviter de poser son odeur sur le piège préférer les pièges métalliques utiliser un appât adapté et positionner l engin au bon endroit. L utilisation d un piège cage permet de limiter les risques pour les animaux qu on ne vise pas musaraignes lérots etc... . C est tout aussi efficace voire plus qu une tapette. Gazer est généralement inefficace et dangereux pour le manipulateur. D ailleurs je ne pense pas qu il y ait actuellement commercialisation de ce genre de chose. J ai aussi appris l apparition de pièges collants pour rongeurs Barbare dangereux pour d autres espèces... et certainement détourné pour des usages braconniers. On peut aussi tenter la répulsion il existe dans le commerce des répulsifs pour lapins... évidemment ce n est pas d un parfum agréable mais ça peut être tenté. De toute façon en cas de présence de rongeurs comme c est le cas ici il n est pas lieu de paniquer les pullulations de rongeurs durent rarement si elles ne sont pas liées à la fourniture de nourriture en abondance par l être humain. Le risque de transmission de maladie existe mais est faible mieux vaut se méfier des tiques et des voitures . Les dégâts aux aliments et cultures peuvent exister mais on peut aussi les limiter par différents gestes simples de protection. Cordialement K PS en cas de persistance du problème je vous conseillerait plus de contacter des piégeurs passer par la fédération de chasse que des sociétés de dératisation...,désinsectisation/dératisation
Il ne s agit pas de les gazer ou de les tuer mais simplement de les faire partir et surtout interdire leur retour.. Les rongeurs détestent cette odeur trop forte et doit gêner leur odorat... je suppose Le soufre ne risque pas de les gazer mais d imprégner leur terrier... Et puis ces bestioles sont prévoyantes elles ont toujours des échappatoires aident peut être à la ventilation à peine visibles et toujours bien dissimulés des passages donc non empruntés . J avais des rongeurs dans mes combles j ai fait brûler   bâtons de soufre dans des assiettes en fer depuis   ans ils ne sont pas revenus... Mais un jardin entretenu absence d herbes hautes ou de buissons touffus   x   m c est pas trop grand et l absence de nourriture je suis d accord avec Kinette il y a beaucoup de chance qu ils partent d eux même pour trouver un endroit plus propice... Diamètre des trous   à   cm et plus ça dépend de la taille des monstres qui skattent ton jardin...,désinsectisation/dératisation
Bonjour quand tu mets du gruyère tu touches le fromage avec tes doigts et ils le sentent Faut donc faire attention .Une bonne solution est de bruler légèrement le fromage ce qui provoque un délicieux fumet irrésistible... Moi je fais du couscous de la semoule dans laquelle j incorpore du raticide liquide,désinsectisation/dératisation
Salut Quand je dis qu il est pourri mon abri j exagère Il est seulement facile d accès pour un rongeur super souple Je suis quasi sûr qu il s agit de rats une vingtaine de cm j ai supprimé toute source de nourritures de mon abri j y entreposait avant quelques légumes j ai bien compris que c était une connerie et je l ai nettoyé de fond en comble J attends on vera bien Et pour l herbe rase je veux bien mais il n arrête pas de pleuvoir je peux pas tondre Sinon je vais p tet leur préparer un petit couscous ou un fumet de fromage PS j ai aussi de la bière dans mon abri ça craint ou pas Ils ne vont quand même pas chier sur le goulot et me le souiller,désinsectisation/dératisation
Envoyé par pueblo pas de tapette risques pour les chats Non aucun risque pour les chats Cordialement,désinsectisation/dératisation
Maintenant il est possible qu ils viennent d un autre terrain à proximité du tien et qu ils trouvent un abri dans ton appentis... Si c est une pelouse bien verte non pas de problème c est plutôt herbes sèches branches et bois morts ronces lierres enfin tout ce qui leur permet de dissimuler l accès à leur terrier ainsi que de leur permettre de se déplacer tout en étant camouflés...,désinsectisation/dératisation
bonsoir sinon il y as la solution des eleveurs d escargot cloturer le parc est y mettre des cochon d inde plus de rat mais plus de salade...,désinsectisation/dératisation
Bonjour à tous je suis dans le même soucis je viens d acquérir une maison je viens d apercevoir que dans mon jardin qu il y a des trou d un diamètre de  Cm environ mais aucune monticule de terre elles sont situées tout autour de ma clôture ainsi que dans ma haie de ligustrum j ai détruit les galeries mais la bestioles revient faire sa galerie à chaque fois on m a dit que c était des Rat Taupes ou rat des champs j ai beau mettre du verre pilé ils passe à travers je vois le passage de la bestiole qui a remonté tout le verre que j ai pu mettre Je ne sais pas quoi faire car même les graines vendues dans le commerce non pas été efficace les galeries reviennent.... y à de quoi devenir fou .... Qu est ce que ça peut bien être comme bestiole comment mettre des photo pour que vous puissiez voir l empleur des dégâts Merci D avance,désinsectisation/dératisation
Envoyé par julien  comment mettre des photo pour que vous puissiez voir l empleur des dégâts Merci D avance Bjr à toi et bienvneue sur FUTURA Voir là http forums.futura sciences.com ja...ointes pj.html Eux qui pensaient pouvoir s évader du jardin galeries c est foutu A,désinsectisation/dératisation
Une ruse d un vieux non loin de chez moi faire tourner un motoculteur à peine acceleré en canalisant les gaz dans certaine galeries utilisées en plusieurs fois il s est débarrassé des bestioles en fait elles ont fuit... ça devrait fonctionner aussi avec du carbure de calcium. bonne chance,désinsectisation/dératisation
Hello J imagine que la faune et la flore bactérienne du sol doivent apprécier... Et perso je ne suis pas certaine d avoir envie de consommer ce qui pousse dans une terre qui a été imbibée de rejet de pot d échappement... Cordialement K PS le poison c est un coup à empoisonner d autres bestioles... quand ce n est pas le petit voisin... En plus à mon sens c est lâche d agir comme ça. Poser des pièges cage et décider ensuite ce qu on fait de l animal tuer ou relâcher à distance permet d être confronté à la réalité le fait de décider ou non de mettre fin à la vie d un petit animal sauvage. On peut décider de tuer l animal mais il faut assumer le geste...,désinsectisation/dératisation
Bonsoir à Tous Pour chasser les rats les mulots on m a donner une méthode assez efficace Mettre de la litière de chat imprégnée d urine dans les trous pratiqués par ces petites bestioles.... Encore faut il avoir un chat et que celui ci soit habitué à uriner dans la litière... A,désinsectisation/dératisation
Bonjour Je suis en location dans une maison individuelle. Mon bailleur est une grosse agence. Depuis quelque temps je suspecte d avoir des rongeurs dans le faux plafond. J ai ouvert la trappe déposé des appâts et pièges mais ça n a rien donné et j entends toujours les bestioles gratter galoper en pleine nuit. J ai appelé l agence pour savoir s ils pouvaient intervenir la personne au bout du fil me dit qu ils vont appeler une entreprise de dératisation et précise bien que le paiement sera divisé en   je payerai les produits et l agence payera l intervention. Seulement voilà le responsable du logement m a rappelé derrière et me dit qu en fait je payerai   de l intervention que c est la loi etc me demande de bien réfléchir avant de faire appel à l entreprise. Et j avais un peu l impression qu il essayait de me dissuader de faire appel à une eux alors que c est une entreprise partenaire de l agence . Depuis c est au point mort l agence n a toujours pas fait appel à une entreprise de dératisation et moi je me suis renseigné de mon côté notamment au près de l ADIL. J ai eu un conseiller juridique qui m a bien certifié que c était au bailleur de payer car les frais de dératisations ne font pas parti des charges récupérables contrairement au frais de désinsectisation . Sauf s ils prouvent que c est de ma faute si les rongeurs sont là mais j ai peu de doute à ce sujet. Mais j aimerai être un peu plus sûr des mes billes car la plupart des articles que je trouve sur le net parle surtout des logements collectifs je trouve vraiment pas grand chose pour les maisons individuelles. Si quelqu un pourrait me renseigner. Merci d avance. Edit je voulais apporter une précision quand j ai eu le responsable du logement au téléphone il m a dit de relire mon contrat ce que j ai fait et c est écrit ça Les parasites rats souris insectes seront détruits dans le logement et ses annexes par le Locataire. ça ok c est que j ai fait sans succès . Le Bailleur pourra se substituer au Locataire défaillant en ce qui concerne le logement les parties privatives y compris les caves . Si je comprends bien cette dernière phrase le bailleur peut donc s occuper de la dératisation si le locataire n y arrive pas c est bien ça,désinsectisation/dératisation
Bonjour OgOp Dégageons de suite de ma réponse celle de votre question sur la compréhension de cette dernière phrase que vous évoquez inscrite au contrat bail portant sur la substitution du bailleur à son locataire en cas de sa défaillance qui signifie oui que le bailleur peut s occuper de la dératisation sous entendant aux frais du locataire et non pas en cas d absence par lui de résultat à cette opération. Ce comme il en est par exemple lorsque le locataire ne produit pas à son bailleur son attestation d assurance habitation ce dernier peut se substituer à lui pour souscrire ce contrat à la charge de son locataire défaillant. En l essentiel. L article   de la Loi n     du   juillet   tendant à améliorer les rapports locatifs et portant modification de la loi n     du   décembre   énonce que Le bailleur est tenu de remettre au locataire un logement décent ne laissant pas apparaître de risques manifestes pouvant porter atteinte à la sécurité physique ou à la santé exempt de toute infestation d espèces nuisibles et parasites ... En outre la dératisation puisqu il ne s agit que de cela n est pas une charge récupérable inscrite en tant que telle à l annexe du Décret n     du   août   pris en application de l article   de la loi n     du   décembre   ni davantage au besoin à celui du Décret n     du   août   pris en application de l article   de la loi n     du   décembre  . Enfin la Cour de Cassation dans son audience du       NO DE POURVOI     a rappelé au Juge d Appel cassant son jugement Qu en statuant ainsi alors que l annexe au décret n     du   août   qui fixe de manière limitative la liste des charges récupérables ne mentionne pas les frais de dératisation la cour d appel a violé le texte susvisé . Force donc est de constater que cette clause précitée au bail constitue une clause abusive au sens des m et q de l article   de la Loi n     du   juillet   disposent Est réputée non écrite toute clause Qui interdit au locataire de rechercher la responsabilité du bailleur ou qui exonère le bailleur de toute responsabilité Qui prévoit que le locataire est automatiquement responsable des dégradations constatées dans le logement . Etant entendu que le locataire doit maintenir les locaux en état de propreté. Voilà vos billes pour jouer avec,désinsectisation/dératisation
L UFC Que Choisir vous aide grâce à son service de traitement en ligne des litiges.,désinsectisation/dératisation
Dépannage à domicile L arnaque au prospectus toujours et encore Actualité Copropriété Comment maîtriser les charges Enquête Frais de location Des abus difficiles à supprimer Actualité Location de voiture Dossier Achat Vente de voiture Dossier,désinsectisation/dératisation
Merci beaucoup pour cette réponse très complète.,désinsectisation/dératisation
Dans un article Dans ma ville Bar le Duc Belfort Besançon Lunéville Nancy Pontarlier Vesoul Verdun,désinsectisation/dératisation
